step,timestamp,clearing_price,tax_revenue,fee_revenue
0,09:30:00,0.2968666652367223,917.1667975815068,1.4421449401191113
1,09:45:00,0.35189300901134685,42.33200904132665,1.6903501680227413
2,10:00:00,0.36211592829616307,15.689789683595972,1.7230575377178385
3,10:15:00,0.363712216508415,12.916596751619586,1.7329662746076686
4,10:30:00,0.04144488726676327,1083.877121572367,1.5507382303796275
5,10:45:00,0.25166444985898495,476.66107452921864,1.612798613250748
6,11:00:00,0.40972687636877153,299.722674041308,1.9490506488849548
7,11:15:00,0.4240590645364193,16.408457991038514,1.9833650335804898
8,11:30:00,0.40817627732831274,322.2568405974596,2.1098025138429675
9,11:45:00,0.44027670652408896,46.220126010009444,2.3094636648724713
10,12:00:00,0.44647372355152776,8.372505825728505,2.35497409215356
11,12:15:00,0.4466871799181413,33.537389315059094,2.54744967012618
12,12:30:00,0.05085348394131137,1707.1043847327396,1.4208856005858985
13,12:45:00,0.18338184741730051,243.52940512344202,1.7069349773581002
14,13:00:00,0.4080602855669144,537.1010805881003,2.484246029583123
15,13:15:00,0.4248842027318693,5.570892704377866,2.5353220793275586
16,13:30:00,-0.3390545017036184,5388.203390791822,1.5225102889531847
17,13:45:00,-0.434270404251445,120.87812369838905,1.8571271310531832
18,14:00:00,-0.44664819585306587,43.28571161383172,1.8944301940293005
19,14:15:00,-0.4572050142429208,12.680352330211205,1.8468643917751542
20,14:30:00,-0.07202860222047837,1476.8301432612923,0.5251643890433993
21,14:45:00,-0.24146138828301064,321.009769046345,0.9710625224792112
22,15:00:00,-0.4514354735228722,527.4555770344717,1.6951552634527722
23,15:15:00,-0.47644016500117287,23.39240908635031,1.7939780450552143
24,15:30:00,0.33134535158345585,5235.842546000789,1.7225496482841798
25,15:45:00,0.3955943187094116,84.96338557941063,1.8833676009267457
26,16:00:00,0.4034942413712318,15.31248771128483,1.922076832994187
27,16:15:00,0.4062599516573689,24.240698740589846,1.9134623386224698
28,16:30:00,0.030369784007112134,1307.2768899573753,1.2190198429570562
29,16:45:00,0.21682099077183967,383.2025915544752,1.4366200666330298
30,17:00:00,0.37966565759495585,316.0718451991922,2.0293145541831517
31,17:15:00,0.394519899590177,8.511768512429413,2.1133715046391446
32,17:30:00,-0.09911146427586671,2520.083110814917,1.3709965416970156
33,17:45:00,-0.4045956387694984,1039.8237594538236,2.1768921037455646
34,18:00:00,-0.44374038434616614,38.705351800047964,2.339818888181631
35,18:15:00,-0.4454549795741086,6.4180495504382105,2.3276186996168566
36,18:30:00,0.3659512896205424,6468.254925474867,1.617885394936507
37,18:45:00,0.4479046866133672,62.851705188245575,2.0286103743864876
