step,timestamp,clearing_price,tax_revenue,fee_revenue
0,09:30:00,0.10162144557874715,380.27934028540295,11.111945599630591
1,09:45:00,0.2820803478033109,324.35596352727345,15.046663908355619
2,10:00:00,0.34315946350936755,72.53530139399328,17.325509289035367
3,10:15:00,0.3481806295894904,13.04961257892139,17.88407032615538
4,10:30:00,0.047552648280758544,1190.6051601801828,10.521697471751164
5,10:45:00,0.07339599340287917,76.85905586404164,11.467813910262517
6,11:00:00,0.13128217568566053,75.66074327178184,10.993296474271856
7,11:15:00,0.3287095424469785,435.2661375390003,14.643178941939038
8,11:30:00,0.21009194121625893,480.62381138023244,13.142250465488019
9,11:45:00,0.2972795685395635,111.88120516142418,13.031032024868338
10,12:00:00,0.3174961957151316,12.173940525657734,13.44117001226913
11,12:15:00,0.3042739567298375,33.201794031905266,12.737115650804125
12,12:30:00,0.3191953483393077,183.72021756521426,14.38607696618363
13,12:45:00,0.33986704658072137,36.12436898254569,16.453884585079226
14,13:00:00,0.3433945001607938,10.793851260721755,16.431003473188174
15,13:15:00,0.3467844198272428,4.725879609334828,16.34823305465526
16,13:30:00,0.3158887426342286,299.4454511465315,17.530245277210923
17,13:45:00,0.36469320771578134,37.2725600299316,18.20966764420209
18,14:00:00,0.3731928922253872,32.54995012615574,18.240496234221215
19,14:15:00,0.37021485075280874,16.637312415180244,18.34153152255155
20,14:30:00,0.2706065430204911,366.38811807264653,14.497529061389978
21,14:45:00,0.3463345486684732,87.76390949576731,16.320846121617176
22,15:00:00,0.36022554805277046,22.281743064880803,16.306446869536558
23,15:15:00,0.3702409185892194,21.511639199336678,16.385289754661734
24,15:30:00,0.2181856426641095,379.7242873196069,17.11614406709694
25,15:45:00,0.3534164818056253,305.3700750438677,20.771257239841077
26,16:00:00,0.39982851756743176,35.60196250510298,21.805576972777544
27,16:15:00,0.4090719317323097,23.012336309356137,21.58996526011424
28,16:30:00,0.2740828992487855,459.12307286933174,13.842131400725624
29,16:45:00,0.3663430594898432,121.87795839877637,14.90506849344809
30,17:00:00,0.38397815242545674,19.86454614312588,16.056298017334207
31,17:15:00,0.39347469738879676,7.499450287378198,16.496198259224247
32,17:30:00,0.05359763420481919,1583.7525233887038,12.098394256805403
33,17:45:00,0.15516221524320048,103.56461870937618,10.438900916451423
34,18:00:00,0.3498898981692771,378.8247468713544,14.893580988266393
35,18:15:00,0.3885624497849966,25.516573148003317,17.158187594205142
36,18:30:00,0.24369142620049083,312.35405560389944,12.760274855186262
37,18:45:00,0.3656060140620393,120.76384912880464,16.47385798333956
