step,timestamp,clearing_price,tax_revenue,fee_revenue
0,09:30:00,0.09847433378635671,1252.783275348174,0.6454461220490186
1,09:45:00,0.14956931431769518,75.7329780801691,0.7872056867568956
2,10:00:00,0.18332144273294163,40.20075144895839,0.7776860216815398
3,10:15:00,0.283455110705153,106.50745508829513,0.816078292519953
4,10:30:00,0.046429351821360695,921.2281417939085,0.5097690013772566
5,10:45:00,0.057975242982711554,82.92420095253958,0.5087510263598375
6,11:00:00,0.06245566646835739,31.58214934957348,0.4872753149118237
7,11:15:00,0.08690872723551397,24.878653183978315,0.4661199800854523
8,11:30:00,0.17131950718001243,304.987242474266,0.47415454879084956
9,11:45:00,0.21416471075837218,67.02818172062476,0.5180657857114022
10,12:00:00,0.25971469329070174,32.689849806708054,0.5389818273613053
11,12:15:00,0.253204041825737,35.36710820313688,0.4916645086969433
12,12:30:00,0.12957480454939954,374.3213056017087,0.6473597647179011
13,12:45:00,0.15244359383679443,37.841264408830725,0.6551416708548853
14,13:00:00,0.1983940026750186,44.48251901945567,0.6384549668686301
15,13:15:00,0.2745766113225241,63.44780359918075,0.6165226201153424
16,13:30:00,0.04260601059336488,651.2209441124099,0.5749855612161521
17,13:45:00,0.0700732825954563,13.876863003644091,0.530770354290939
18,14:00:00,0.13888585428213232,66.48287800703926,0.5363537765227115
19,14:15:00,0.1433418845433772,22.117771308176035,0.5008776911326054
20,14:30:00,0.0933370805849363,86.21188489595026,0.5687855770477843
21,14:45:00,0.1521062877688436,53.39592154608226,0.5804139853276352
22,15:00:00,0.23238210796198505,72.93027875872957,0.556352418086944
23,15:15:00,0.30626342578653837,94.11702288739978,0.5607320381905341
24,15:30:00,0.12783147480402182,603.5543073505722,0.7600989999128893
25,15:45:00,0.13319355977105038,25.36414321918708,0.7312620215906573
26,16:00:00,0.19929105349065382,59.562270144393956,0.7128708622990518
27,16:15:00,0.3066071741753445,96.95157124142509,0.7469874320142665
28,16:30:00,0.20148397256812514,397.9271411619422,0.6290070760518516
29,16:45:00,0.2679431835304868,92.2435959601959,0.6184984457325562
30,17:00:00,0.30173383560091327,36.89853033221395,0.6410907333243743
31,17:15:00,0.31319461912950874,8.473615771082224,0.6665104546154804
32,17:30:00,0.1335146509865804,713.7660635957869,0.6310758270515243
33,17:45:00,0.20960118172471048,62.533524764543635,0.6201241548734158
34,18:00:00,0.29371197712660574,81.72988135543415,0.6237629211443377
35,18:15:00,0.313127301189892,11.724767059964952,0.6360286899999875
36,18:30:00,0.16816012061000887,432.0926598316946,0.5732512756017418
37,18:45:00,0.2804290139903663,112.47559413252988,0.5781244066261291
